STATE/UT,Year,CAUSE,Male upto 14 years,Male 15-29 years,Male 30-44 years,Male 45-59 years,Male 60 years and above,Total Male,Female upto 14 years,Female 15-29 years,Female 30-44 years,Female 45-59 years,Female 60 years and above,Total Female,Grand Total
GUJARAT,2003,"Explosion(Other explosion like Boilers,",0,8,16,2,0,26,0,2,1,1,0,4,30
GUJARAT,2003,Falls (Fall from Height),64,153,184,101,48,550,18,20,20,13,12,83,633
GUJARAT,2003,Fall into Pit/Manhole,8,30,57,38,18,151,6,8,6,6,5,31,182
GUJARAT,2003,Factory/Machine Accidents,1,33,28,22,0,84,1,4,3,1,0,9,93
GUJARAT,2003,Fire (Fireworks/Crackers),1,4,2,0,0,7,1,1,3,4,0,9,16
GUJARAT,2003,Fire (Short-Circuit),18,46,61,18,1,144,2,24,13,10,1,50,194
GUJARAT,2003,Gas Cylinder/Stove Burst,12,49,54,23,7,145,14,174,138,51,22,399,544
GUJARAT,2003,Other Fire Accidents,28,103,130,66,33,360,66,536,379,178,86,1245,1605
GUJARAT,2003,Fire-Arms,0,3,3,0,0,6,1,0,0,0,0,1,7
GUJARAT,2003,Sudden Deaths (Heart Attacks),6,63,313,345,162,889,3,19,33,32,27,114,1003
GUJARAT,2003,Epileptic Fits/Giddiness,8,52,111,139,56,366,5,16,22,18,13,74,440
GUJARAT,2003,Abortions/Child Birth,0,0,0,0,0,0,0,12,5,0,1,18,18
GUJARAT,2003,Influence of Alcohol,0,7,10,11,1,29,0,1,0,0,0,1,30
GUJARAT,2003,Killed by animals,9,2,18,23,14,66,2,0,3,4,3,12,78
GUJARAT,2003,Mines or quary disaster,0,4,1,2,0,7,0,1,0,0,0,1,8
GUJARAT,2003,Food Poisioning/Accidental Intake of Ins,11,68,60,36,19,194,8,41,28,11,8,96,290
GUJARAT,2003,Spurious/poisionous liquor,0,7,8,1,0,16,0,5,6,2,1,14,30
GUJARAT,2003,Leakage of poisinous gases Etc.,0,5,5,2,0,12,0,1,0,0,1,2,14
GUJARAT,2003,Snake Bite/Animal Bite,46,65,83,67,28,289,21,27,46,38,10,142,431
GUJARAT,2003,Other,9,54,60,49,22,194,8,35,22,12,5,82,276
GUJARAT,2003,Stampede,0,1,1,1,0,3,0,0,0,0,0,0,3
GUJARAT,2003,Suffocation,0,2,13,9,3,27,0,1,1,5,2,9,36
GUJARAT,2003,Traffic Accidents (Road Accidents),265,1192,1449,791,301,3998,97,240,277,140,61,815,4813
GUJARAT,2003,Traffic Accidents (Rail-Road Accidents),0,15,14,11,2,42,0,2,4,0,0,6,48
GUJARAT,2003,Other Railway Accidents,11,280,464,219,93,1067,7,37,62,37,28,171,1238
GUJARAT,2003,Other Causes (Please Specify),28,155,215,270,139,807,19,62,64,41,41,227,1034
GUJARAT,2003,Causes Not Known,7,49,87,63,51,257,6,17,12,18,10,63,320
GUJARAT,2003,Total,709,2999,4003,2582,1071,11364,352,1405,1253,662,357,4029,15393
GUJARAT,2003,Total Collapse,14,40,51,42,9,156,5,8,9,6,3,31,187
GUJARAT,2003,Total Drowning,146,368,376,179,51,1120,54,83,55,27,15,234,1354
GUJARAT,2003,Total Explosion,0,9,19,2,0,30,0,2,2,1,0,5,35
GUJARAT,2003,Total Falls,72,183,241,139,66,701,24,28,26,19,17,114,815
GUJARAT,2003,Total Fire,59,202,247,107,41,656,83,735,533,243,109,1703,2359
GUJARAT,2003,Total Sudden Deaths,14,122,434,495,219,1284,8,48,60,50,41,207,1491
GUJARAT,2003,Total Poisoning,66,199,216,155,69,705,37,109,102,63,25,336,1041
GUJARAT,2003,Total Traffic Accidents,276,1487,1927,1021,396,5107,104,279,343,177,89,992,6099
GUJARAT,2004,Air-Crash,1,2,2,3,1,9,1,1,0,0,0,2,11
GUJARAT,2004,Collapse of Structure(House),7,12,18,13,2,52,5,5,16,11,2,39,91
GUJARAT,2004,Collapse of Structure(Building),0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,2004,Collapse of Structure(Dam),0,0,1,0,0,1,0,0,0,0,0,0,1
GUJARAT,2004,Collapse of Structure(Bridge),0,1,0,0,0,1,1,1,0,0,0,2,3
GUJARAT,2004,Collapse of Structure(Others),8,29,33,12,8,90,5,3,12,2,0,22,112
GUJARAT,2004,Drowning (Boat Capsize),1,1,6,2,1,11,0,0,1,0,0,1,12
GUJARAT,2004,Drowning(Other Cases),134,310,408,223,56,1131,53,71,78,40,21,263,1394
GUJARAT,2004,Electrocution,23,151,131,58,15,378,9,39,31,24,2,105,483
GUJARAT,2004,Explosion (Bomb explosion),0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,2004,"Explosion(Other explosion like Boilers,",0,1,3,0,0,4,2,1,1,0,0,4,8
GUJARAT,2004,Falls (Fall from Height),44,184,199,113,63,603,23,28,31,18,18,118,721
GUJARAT,2004,Fall into Pit/Manhole,11,34,54,25,11,135,5,9,7,4,2,27,162
GUJARAT,2004,Factory/Machine Accidents,1,39,33,14,1,88,0,3,5,5,0,13,101
GUJARAT,2004,Fire (Fireworks/Crackers),1,1,0,0,0,2,1,0,0,0,0,1,3
GUJARAT,2004,Fire (Short-Circuit),9,47,43,13,0,112,1,17,14,7,3,42,154
GUJARAT,2004,Gas Cylinder/Stove Burst,6,44,45,15,3,113,14,188,142,48,18,410,523
GUJARAT,2004,Other Fire Accidents,36,136,134,70,36,412,71,495,357,137,56,1116,1528
GUJARAT,2004,Fire-Arms,0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,2004,Sudden Deaths (Heart Attacks),2,92,321,369,165,949,1,16,28,48,26,119,1068
GUJARAT,2004,Epileptic Fits/Giddiness,6,37,122,151,52,368,2,12,19,22,13,68,436
GUJARAT,2004,Abortions/Child Birth,2,0,0,0,0,2,0,15,9,0,0,24,26
GUJARAT,2004,Influence of Alcohol,1,9,13,6,3,32,1,0,0,1,0,2,34
GUJARAT,2004,Killed by animals,1,7,15,21,4,48,0,1,2,6,1,10,58
GUJARAT,2004,Mines or quary disaster,3,9,8,2,1,23,2,4,4,0,0,10,33
GUJARAT,2004,Food Poisioning/Accidental Intake of Ins,12,78,68,37,16,211,14,55,44,13,2,128,339
GUJARAT,2004,Spurious/poisionous liquor,1,9,14,10,2,36,0,5,2,1,0,8,44
GUJARAT,2004,Leakage of poisinous gases Etc.,3,3,6,1,1,14,0,1,4,0,0,5,19
GUJARAT,2004,Snake Bite/Animal Bite,35,67,75,64,25,266,24,39,49,45,17,174,440
GUJARAT,2004,Other,10,56,57,39,14,176,11,35,23,9,2,80,256
GUJARAT,2004,Stampede,4,0,0,0,0,4,0,0,0,0,0,0,4
GUJARAT,2004,Suffocation,1,6,10,14,9,40,2,1,4,3,2,12,52
GUJARAT,2004,Traffic Accidents (Road Accidents),224,1348,1454,868,335,4229,84,265,193,132,45,719,4948
GUJARAT,2004,Traffic Accidents (Rail-Road Accidents),2,6,11,12,7,38,1,3,4,2,1,11,49
GUJARAT,2004,Other Railway Accidents,4,231,416,208,73,932,4,22,42,25,23,116,1048
GUJARAT,2004,Other Causes (Please Specify),64,263,412,375,222,1336,42,118,94,62,45,361,1697
GUJARAT,2004,Causes Not Known,11,57,99,63,36,266,7,15,13,8,3,46,312
GUJARAT,2004,Total,668,3270,4211,2801,1162,12112,386,1468,1229,673,302,4058,16170
GUJARAT,2004,Total Collapse,15,42,52,25,10,144,11,9,28,13,2,63,207
GUJARAT,2004,Total Drowning,135,311,414,225,57,1142,53,71,79,40,21,264,1406
GUJARAT,2004,Total Explosion,0,1,3,0,0,4,2,1,1,0,0,4,8
GUJARAT,2004,Total Falls,55,218,253,138,74,738,28,37,38,22,20,145,883
GUJARAT,2004,Total Fire,52,228,222,98,39,639,87,700,513,192,77,1569,2208
GUJARAT,2004,Total Sudden Deaths,11,138,456,526,220,1351,4,43,56,71,39,213,1564
GUJARAT,2004,Total Poisoning,61,213,220,151,58,703,49,135,122,68,21,395,1098
GUJARAT,2004,Total Traffic Accidents,230,1585,1881,1088,415,5199,89,290,239,159,69,846,6045
GUJARAT,2005,Air-Crash,0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,2005,Collapse of Structure(House),8,16,18,20,8,70,7,7,14,7,5,40,110
GUJARAT,2005,Collapse of Structure(Building),1,9,3,2,2,17,2,1,2,1,0,6,23
GUJARAT,2005,Collapse of Structure(Dam),0,0,3,1,0,4,0,0,0,0,0,0,4
GUJARAT,2005,Collapse of Structure(Bridge),0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,2005,Collapse of Structure(Others),8,18,19,14,4,63,6,4,7,4,0,21,84
GUJARAT,2005,Drowning (Boat Capsize),3,16,22,15,29,85,4,4,3,0,0,11,96
GUJARAT,2005,Drowning(Other Cases),157,410,439,218,50,1274,47,78,89,56,17,287,1561
GUJARAT,2005,Electrocution,24,136,135,72,15,382,10,27,31,23,3,94,476
GUJARAT,2005,Explosion (Bomb explosion),1,2,0,0,0,3,1,1,1,0,0,3,6
GUJARAT,2005,"Explosion(Other explosion like Boilers,",1,5,1,3,0,10,1,0,0,0,0,1,11
GUJARAT,2005,Falls (Fall from Height),67,168,205,129,52,621,27,21,33,21,20,122,743
GUJARAT,2005,Fall into Pit/Manhole,16,56,69,31,15,187,9,9,11,8,6,43,230
GUJARAT,2005,Factory/Machine Accidents,0,25,14,14,0,53,1,9,7,1,0,18,71
GUJARAT,2005,Fire (Fireworks/Crackers),0,0,0,0,1,1,1,0,1,0,0,2,3
GUJARAT,2005,Fire (Short-Circuit),7,45,42,32,5,131,3,19,13,4,1,40,171
GUJARAT,2005,Gas Cylinder/Stove Burst,6,37,52,28,5,128,3,141,134,53,12,343,471
GUJARAT,2005,Other Fire Accidents,39,130,149,73,35,426,60,500,374,158,63,1155,1581
GUJARAT,2005,Fire-Arms,0,0,4,0,0,4,0,0,2,0,0,2,6
GUJARAT,2005,Sudden Deaths (Heart Attacks),1,79,331,499,196,1106,0,19,35,66,22,142,1248
GUJARAT,2005,Epileptic Fits/Giddiness,0,26,112,149,45,332,0,25,19,16,14,74,406
GUJARAT,2005,Abortions/Child Birth,0,0,0,0,0,0,0,13,6,1,0,20,20
GUJARAT,2005,Influence of Alcohol,0,3,15,8,0,26,0,0,0,0,0,0,26
GUJARAT,2005,Killed by animals,3,3,16,34,5,61,0,1,2,6,0,9,70
GUJARAT,2005,Mines or quary disaster,3,4,3,1,0,11,1,1,1,0,0,3,14
GUJARAT,2005,Food Poisioning/Accidental Intake of Ins,10,72,77,63,22,244,10,57,38,18,5,128,372
GUJARAT,2005,Spurious/poisionous liquor,1,13,8,9,4,35,0,2,1,1,1,5,40
GUJARAT,2005,Leakage of poisinous gases Etc.,0,10,4,6,1,21,0,0,0,0,0,0,21
GUJARAT,2005,Snake Bite/Animal Bite,47,79,113,86,25,350,31,43,60,45,14,193,543
GUJARAT,2005,Other,5,76,69,41,16,207,7,37,24,18,5,91,298
GUJARAT,2005,Stampede,0,1,0,0,0,1,0,0,1,3,0,4,5
GUJARAT,2005,Suffocation,2,10,14,10,6,42,0,1,4,3,1,9,51
GUJARAT,2005,Traffic Accidents (Road Accidents),242,1415,1601,857,289,4404,73,259,314,152,62,860,5264
GUJARAT,2005,Traffic Accidents (Rail-Road Accidents),0,7,11,4,5,27,1,1,0,4,1,7,34
GUJARAT,2005,Other Railway Accidents,22,279,402,223,67,993,3,26,51,38,19,137,1130
GUJARAT,2005,Other Causes (Please Specify),29,253,408,418,172,1280,29,65,83,65,52,294,1574
GUJARAT,2005,Causes Not Known,16,57,105,79,36,293,5,26,49,20,13,113,406
GUJARAT,2005,Total,719,3460,4464,3139,1110,12892,342,1397,1410,792,336,4277,17169
GUJARAT,2005,Total Collapse,17,43,43,37,14,154,15,12,23,12,5,67,221
GUJARAT,2005,Total Drowning,160,426,461,233,79,1359,51,82,92,56,17,298,1657
GUJARAT,2005,Total Explosion,2,7,1,3,0,13,2,1,1,0,0,4,17
GUJARAT,2005,Total Falls,83,224,274,160,67,808,36,30,44,29,26,165,973
GUJARAT,2005,Total Fire,52,212,243,133,46,686,67,660,522,215,76,1540,2226
GUJARAT,2005,Total Sudden Deaths,1,108,458,656,241,1464,0,57,60,83,36,236,1700
GUJARAT,2005,Total Poisoning,63,250,271,205,68,857,48,139,123,82,25,417,1274
GUJARAT,2005,Total Traffic Accidents,264,1701,2014,1084,361,5424,77,286,365,194,82,1004,6428
GUJARAT,2006,Air-Crash,0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,2006,Collapse of Structure(House),6,10,13,16,3,48,7,9,11,7,6,40,88
GUJARAT,2006,Collapse of Structure(Building),0,3,2,0,0,5,0,1,0,0,0,1,6
GUJARAT,2006,Collapse of Structure(Dam),0,0,2,0,0,2,0,1,0,0,0,1,3
GUJARAT,2006,Collapse of Structure(Bridge),0,1,1,0,1,3,0,0,3,0,0,3,6
GUJARAT,2006,Collapse of Structure(Others),12,26,36,26,7,107,3,7,7,7,2,26,133
GUJARAT,2006,Drowning (Boat Capsize),8,10,10,15,1,44,1,2,3,2,0,8,52
GUJARAT,2006,Drowning(Other Cases),189,462,502,225,76,1454,51,84,85,51,11,282,1736
GUJARAT,2006,Electrocution,21,143,143,61,5,373,5,26,23,17,2,73,446
GUJARAT,2006,Explosion (Bomb explosion),0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,2006,"Explosion(Other explosion like Boilers,",0,2,2,2,0,6,0,1,0,1,0,2,8
GUJARAT,2006,Falls (Fall from Height),55,183,219,138,50,645,9,32,28,21,16,106,751
GUJARAT,2006,Fall into Pit/Manhole,11,52,68,40,13,184,5,3,14,11,3,36,220
GUJARAT,2006,Factory/Machine Accidents,1,38,27,12,0,78,1,9,5,1,0,16,94
GUJARAT,2006,Fire (Fireworks/Crackers),0,5,3,0,0,8,2,4,5,0,0,11,19
GUJARAT,2006,Fire (Short-Circuit),9,46,51,29,0,135,2,12,25,8,2,49,184
GUJARAT,2006,Gas Cylinder/Stove Burst,4,54,59,70,15,202,11,150,154,65,28,408,610
GUJARAT,2006,Other Fire Accidents,38,101,136,103,25,403,53,482,348,163,65,1111,1514
GUJARAT,2006,Fire-Arms,0,0,0,0,0,0,0,0,1,0,0,1,1
GUJARAT,2006,Sudden Deaths (Heart Attacks),1,111,363,487,200,1162,1,13,45,67,35,161,1323
GUJARAT,2006,Epileptic Fits/Giddiness,4,47,106,134,65,356,2,11,22,27,9,71,427
GUJARAT,2006,Abortions/Child Birth,0,0,0,0,0,0,0,20,7,0,0,27,27
GUJARAT,2006,Influence of Alcohol,0,1,7,3,2,13,0,0,0,2,0,2,15
GUJARAT,2006,Killed by animals,2,3,17,19,8,49,2,3,1,5,4,15,64
GUJARAT,2006,Mines or quary disaster,1,9,6,0,0,16,0,0,3,2,0,5,21
GUJARAT,2006,Food Poisioning/Accidental Intake of Ins,18,80,71,49,23,241,11,47,23,13,9,103,344
GUJARAT,2006,Spurious/poisionous liquor,1,13,11,7,3,35,1,8,10,1,0,20,55
GUJARAT,2006,Leakage of poisinous gases Etc.,0,12,9,3,2,26,1,4,2,0,0,7,33
GUJARAT,2006,Snake Bite/Animal Bite,54,67,60,60,20,261,14,37,44,38,12,145,406
GUJARAT,2006,Other,13,68,63,37,14,195,8,41,28,9,6,92,287
GUJARAT,2006,Stampede,0,1,0,0,0,1,0,0,0,0,0,0,1
GUJARAT,2006,Suffocation,0,6,9,9,5,29,1,2,2,2,1,8,37
GUJARAT,2006,Traffic Accidents (Road Accidents),223,1305,1700,1004,280,4512,74,265,457,229,62,1087,5599
GUJARAT,2006,Traffic Accidents (Rail-Road Accidents),2,7,13,5,2,29,0,4,2,0,1,7,36
GUJARAT,2006,Other Railway Accidents,9,263,404,225,85,986,9,20,43,46,20,138,1124
GUJARAT,2006,Other Causes (Please Specify),39,304,372,327,163,1205,17,82,100,46,42,287,1492
GUJARAT,2006,Causes Not Known,17,65,124,119,51,376,5,25,35,22,11,98,474
GUJARAT,2006,Total,738,3498,4609,3225,1119,13189,296,1405,1536,863,347,4447,17636
GUJARAT,2006,Total Collapse,18,40,54,42,11,165,10,18,21,14,8,71,236
GUJARAT,2006,Total Drowning,197,472,512,240,77,1498,52,86,88,53,11,290,1788
GUJARAT,2006,Total Explosion,0,2,2,2,0,6,0,1,0,1,0,2,8
GUJARAT,2006,Total Falls,66,235,287,178,63,829,14,35,42,32,19,142,971
GUJARAT,2006,Total Fire,51,206,249,202,40,748,68,648,532,236,95,1579,2327
GUJARAT,2006,Total Sudden Deaths,5,159,476,624,267,1531,3,44,74,96,44,261,1792
GUJARAT,2006,Total Poisoning,86,240,214,156,62,758,35,137,107,61,27,367,1125
GUJARAT,2006,Total Traffic Accidents,234,1575,2117,1234,367,5527,83,289,502,275,83,1232,6759
GUJARAT,2007,Air-Crash,0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,2007,Collapse of Structure(House),6,17,26,15,4,68,18,2,9,5,5,39,107
GUJARAT,2007,Collapse of Structure(Building),0,3,1,0,0,4,0,1,0,0,0,1,5
GUJARAT,2007,Collapse of Structure(Dam),0,1,1,0,0,2,0,0,0,1,0,1,3
GUJARAT,2007,Collapse of Structure(Bridge),0,3,2,1,0,6,0,1,0,0,0,1,7
GUJARAT,2007,Collapse of Structure(Others),7,33,33,14,7,94,1,7,11,3,6,28,122
GUJARAT,2007,Drowning (Boat Capsize),0,10,11,0,0,21,0,2,2,0,0,4,25
GUJARAT,2007,Drowning(Other Cases),167,523,567,274,77,1608,60,92,107,50,15,324,1932
GUJARAT,2007,Electrocution,21,147,149,64,7,388,7,29,31,9,8,84,472
GUJARAT,2007,Explosion (Bomb explosion),2,4,4,3,0,13,0,1,1,0,0,2,15
GUJARAT,2007,"Explosion(Other explosion like Boilers,",2,7,13,7,3,32,0,5,0,1,1,7,39
GUJARAT,2007,Falls (Fall from Height),53,178,215,121,44,611,25,36,30,20,17,128,739
GUJARAT,2007,Fall into Pit/Manhole,15,72,79,35,16,217,6,10,16,12,7,51,268
GUJARAT,2007,Factory/Machine Accidents,1,28,27,14,2,72,2,8,6,3,0,19,91
GUJARAT,2007,Fire (Fireworks/Crackers),0,6,5,0,0,11,1,0,2,0,0,3,14
GUJARAT,2007,Fire (Short-Circuit),4,50,64,32,5,155,0,24,21,6,1,52,207
GUJARAT,2007,Gas Cylinder/Stove Burst,9,72,69,39,12,201,11,267,219,65,19,581,782
GUJARAT,2007,Other Fire Accidents,27,158,131,61,27,404,35,475,309,145,58,1022,1426
GUJARAT,2007,Fire-Arms,0,0,1,0,0,1,0,0,2,0,0,2,3
GUJARAT,2007,Sudden Deaths (Heart Attacks),1,125,366,528,221,1241,1,27,55,47,41,171,1412
GUJARAT,2007,Epileptic Fits/Giddiness,7,86,153,145,61,452,1,29,48,29,19,126,578
GUJARAT,2007,Abortions/Child Birth,0,0,0,0,0,0,4,15,9,7,11,46,46
GUJARAT,2007,Influence of Alcohol,0,8,12,12,2,34,0,0,3,1,0,4,38
GUJARAT,2007,Killed by animals,4,7,18,7,5,41,1,2,7,11,3,24,65
GUJARAT,2007,Mines or quary disaster,0,2,8,1,0,11,0,2,3,1,0,6,17
GUJARAT,2007,Food Poisioning/Accidental Intake of Ins,8,83,83,42,17,233,12,68,46,21,11,158,391
GUJARAT,2007,Spurious/poisionous liquor,4,29,27,9,1,70,1,6,4,3,0,14,84
GUJARAT,2007,Leakage of poisinous gases Etc.,0,10,15,8,2,35,2,2,1,1,0,6,41
GUJARAT,2007,Snake Bite/Animal Bite,34,84,97,79,19,313,37,62,60,39,16,214,527
GUJARAT,2007,Other,17,73,84,56,13,243,4,42,33,18,3,100,343
GUJARAT,2007,Stampede,0,0,2,6,0,8,0,0,0,1,0,1,9
GUJARAT,2007,Suffocation,0,8,19,14,1,42,3,3,2,4,2,14,56
GUJARAT,2007,Traffic Accidents (Road Accidents),228,1579,2055,1070,240,5172,88,363,370,245,55,1121,6293
GUJARAT,2007,Traffic Accidents (Rail-Road Accidents),0,13,29,12,3,57,0,4,4,0,0,8,65
GUJARAT,2007,Other Railway Accidents,8,266,437,242,119,1072,4,16,41,36,27,124,1196
GUJARAT,2007,Other Causes (Please Specify),53,270,441,367,200,1331,35,83,96,60,29,303,1634
GUJARAT,2007,Causes Not Known,10,83,164,185,60,502,5,28,37,29,13,112,614
GUJARAT,2007,Total,688,4038,5408,3463,1168,14765,364,1712,1585,873,367,4901,19666
GUJARAT,2007,Total Collapse,13,57,63,30,11,174,19,11,20,9,11,70,244
GUJARAT,2007,Total Drowning,167,533,578,274,77,1629,60,94,109,50,15,328,1957
GUJARAT,2007,Total Explosion,4,11,17,10,3,45,0,6,1,1,1,9,54
GUJARAT,2007,Total Falls,68,250,294,156,60,828,31,46,46,32,24,179,1007
GUJARAT,2007,Total Fire,40,286,269,132,44,771,47,766,551,216,78,1658,2429
GUJARAT,2007,Total Sudden Deaths,8,219,531,685,284,1727,6,71,115,84,71,347,2074
GUJARAT,2007,Total Poisoning,63,279,306,194,52,894,56,180,144,82,30,492,1386
GUJARAT,2007,Total Traffic Accidents,236,1858,2521,1324,362,6301,92,383,415,281,82,1253,7554
GUJARAT,2008,Air-Crash,0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,2008,Collapse of Structure(House),1,12,24,12,2,51,10,7,11,5,4,37,88
GUJARAT,2008,Collapse of Structure(Building),1,0,0,0,0,1,0,0,0,0,0,0,1
GUJARAT,2008,Collapse of Structure(Dam),0,1,3,0,0,4,0,0,1,0,0,1,5
GUJARAT,2008,Collapse of Structure(Bridge),1,0,0,0,0,1,1,0,0,0,0,1,2
GUJARAT,2008,Collapse of Structure(Others),9,37,30,33,13,122,4,4,8,3,1,20,142
GUJARAT,2008,Drowning (Boat Capsize),3,11,16,3,3,36,1,0,1,0,0,2,38
GUJARAT,2008,Drowning(Other Cases),163,465,597,314,65,1604,46,109,110,47,7,319,1923
GUJARAT,2008,Electrocution,10,123,136,62,9,340,9,28,27,12,5,81,421
GUJARAT,2008,Explosion (Bomb explosion),0,1,3,1,0,5,0,0,0,0,0,0,5
GUJARAT,2008,"Explosion(Other explosion like Boilers,",0,0,6,2,0,8,1,0,1,0,0,2,10
GUJARAT,2008,Falls (Fall from Height),73,165,220,112,68,638,24,42,38,26,16,146,784
GUJARAT,2008,Fall into Pit/Manhole,15,76,90,50,18,249,7,7,17,9,5,45,294
GUJARAT,2008,Factory/Machine Accidents,1,50,48,16,4,119,0,9,6,2,0,17,136
GUJARAT,2008,Fire (Fireworks/Crackers),0,0,4,0,0,4,0,0,0,0,0,0,4
GUJARAT,2008,Fire (Short-Circuit),8,56,56,30,6,156,4,19,26,13,4,66,222
GUJARAT,2008,Gas Cylinder/Stove Burst,8,64,111,31,3,217,14,257,242,57,17,587,804
GUJARAT,2008,Other Fire Accidents,31,154,181,122,33,521,68,587,297,123,71,1146,1667
GUJARAT,2008,Fire-Arms,0,1,2,0,0,3,0,0,0,0,0,0,3
GUJARAT,2008,Sudden Deaths (Heart Attacks),2,167,461,639,263,1532,4,26,58,60,32,180,1712
GUJARAT,2008,Epileptic Fits/Giddiness,4,83,120,102,38,347,1,24,27,18,15,85,432
GUJARAT,2008,Abortions/Child Birth,0,0,0,0,0,0,0,19,12,2,2,35,35
GUJARAT,2008,Influence of Alcohol,0,5,10,6,1,22,0,1,1,1,0,3,25
GUJARAT,2008,Killed by animals,2,8,17,15,6,48,1,6,7,5,0,19,67
GUJARAT,2008,Mines or quary disaster,0,5,5,0,1,11,0,2,2,0,0,4,15
GUJARAT,2008,Food Poisioning/Accidental Intake of Ins,15,102,100,47,18,282,15,58,60,26,10,169,451
GUJARAT,2008,Spurious/poisionous liquor,0,19,34,19,1,73,0,13,3,2,0,18,91
GUJARAT,2008,Leakage of poisinous gases Etc.,0,14,13,11,3,41,0,7,7,3,1,18,59
GUJARAT,2008,Snake Bite/Animal Bite,67,109,111,72,22,381,46,60,69,44,17,236,617
GUJARAT,2008,Other,12,67,91,44,20,234,4,52,32,19,5,112,346
GUJARAT,2008,Stampede,0,1,4,0,0,5,0,0,0,1,0,1,6
GUJARAT,2008,Suffocation,1,13,20,22,5,61,1,10,11,8,7,37,98
GUJARAT,2008,Traffic Accidents (Road Accidents),272,1539,2098,1140,287,5336,146,305,351,186,62,1050,6386
GUJARAT,2008,Traffic Accidents (Rail-Road Accidents),2,24,22,19,4,71,0,5,4,4,2,15,86
GUJARAT,2008,Other Railway Accidents,16,285,413,206,83,1003,3,34,42,39,27,145,1148
GUJARAT,2008,Other Causes (Please Specify),46,286,431,486,204,1453,19,64,109,74,42,308,1761
GUJARAT,2008,Causes Not Known,9,61,127,106,58,361,9,15,28,17,17,86,447
GUJARAT,2008,Total,772,4004,5604,3722,1238,15340,438,1770,1608,806,369,4991,20331
GUJARAT,2008,Total Collapse,12,50,57,45,15,179,15,11,20,8,5,59,238
GUJARAT,2008,Total Drowning,166,476,613,317,68,1640,47,109,111,47,7,321,1961
GUJARAT,2008,Total Explosion,0,1,9,3,0,13,1,0,1,0,0,2,15
GUJARAT,2008,Total Falls,88,241,310,162,86,887,31,49,55,35,21,191,1078
GUJARAT,2008,Total Fire,47,274,352,183,42,898,86,863,565,193,92,1799,2697
GUJARAT,2008,Total Sudden Deaths,6,255,591,747,302,1901,5,70,98,81,49,303,2204
GUJARAT,2008,Total Poisoning,94,311,349,193,64,1011,65,190,171,94,33,553,1564
GUJARAT,2008,Total Traffic Accidents,290,1848,2533,1365,374,6410,149,344,397,229,91,1210,7620
GUJARAT,2009,Air-Crash,0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,2009,Collapse of Structure(House),4,12,20,8,4,48,2,5,6,3,6,22,70
GUJARAT,2009,Collapse of Structure(Building),2,5,1,1,0,9,1,1,0,0,2,4,13
GUJARAT,2009,Collapse of Structure(Dam),0,0,1,0,0,1,0,0,0,0,0,0,1
GUJARAT,2009,Collapse of Structure(Bridge),0,3,2,0,0,5,0,0,0,0,0,0,5
GUJARAT,2009,Collapse of Structure(Others),9,19,22,24,1,75,1,6,9,6,3,25,100
GUJARAT,2009,Drowning (Boat Capsize),1,4,9,3,0,17,0,0,0,0,0,0,17
GUJARAT,2009,Drowning(Other Cases),162,395,491,217,45,1310,63,95,102,49,22,331,1641
GUJARAT,2009,Electrocution,20,156,153,66,18,413,5,27,32,18,3,85,498
GUJARAT,2009,Explosion (Bomb explosion),0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,2009,"Explosion(Other explosion like Boilers,",0,7,2,1,1,11,0,1,0,0,0,1,12
GUJARAT,2009,Falls (Fall from Height),68,180,228,135,50,661,21,43,29,19,18,130,791
GUJARAT,2009,Fall into Pit/Manhole,15,50,79,62,16,222,5,16,21,15,5,62,284
GUJARAT,2009,Factory/Machine Accidents,0,62,25,11,1,99,0,8,8,2,1,19,118
GUJARAT,2009,Fire (Fireworks/Crackers),2,0,0,0,0,2,1,1,0,0,0,2,4
GUJARAT,2009,Fire (Short-Circuit),6,42,72,34,10,164,1,8,11,8,3,31,195
GUJARAT,2009,Gas Cylinder/Stove Burst,11,75,83,38,12,219,13,313,217,72,24,639,858
GUJARAT,2009,Other Fire Accidents,24,139,174,112,25,474,66,384,262,145,79,936,1410
GUJARAT,2009,Fire-Arms,0,0,0,0,0,0,0,1,0,0,0,1,1
GUJARAT,2009,Sudden Deaths (Heart Attacks),2,166,506,773,348,1795,0,29,58,78,45,210,2005
GUJARAT,2009,Epileptic Fits/Giddiness,6,77,123,153,63,422,0,22,25,28,16,91,513
GUJARAT,2009,Abortions/Child Birth,0,0,0,0,0,0,1,22,10,0,0,33,33
GUJARAT,2009,Influence of Alcohol,0,29,67,59,15,170,0,0,2,1,1,4,174
GUJARAT,2009,Killed by animals,2,23,16,12,5,58,1,5,5,0,2,13,71
